#id	warrant0	warrant1	correctLabelW0orW1	reason	claim	debateTitle	debateInfo
18250883_239_A1HKYY6XI2OHO1	moderation is usually good	moderation is usually bad	0	With good moderation useful And interesting discussions can be had	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18250327_695_A1I4CYG5YDFTYM	often times these are opinions disguised as facts And bullying tactics To force people into one belief system	often times these aren't opinions disguised as facts And bullying tactics To force people into one belief system	1	People can learn A lot from reading the comments	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18358703_0_A1DJNUJZN8FE7N	marijuana leads To A false sense <unk> security with drugs	marijuana does not lead To A false sense <unk> security with drugs	1	Cannabis is safer than alcohol And does not lead To addiction	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
18248069_0_A104V8NZIQFN2F	the different views I have seen are utterly repulsive	I have seen different views	1	Comment sections with good comments help me see different views	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19631099_924_A1DJNUJZN8FE7N	doctors are not needed for proper diagnosis	doctors are needed for proper diagnosis	0	Patients know their body but have limited doctor access	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
18246928_0_A34QZDSTKZ3JO9	comments have To be moderated	comments are moderated	1	When comments are moderated it is appreciated by people like me	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
17141178_258_A1CF6U3GF7DZEJ	we all deserve To be uncomfortable in A truly free society	we all deserve To be comfortable in A truly free society	1	Public displays <unk> religion make others uncomfortable	non muslims hurt women by wearing hijabs	Do non muslims Help or Hurt Women by Wearing Hijabs	Some will wear A headscarf in solidarity with Muslim women Others say that only perpetuates the sexist dogma <unk> conservative clerics
18068301_176_A1CF6U3GF7DZEJ	it is needed To fight Russia	it is not needed To fight Russia	1	Turkey does not have much in common with the rest <unk> the countries in <unk>	Turkey doesn't belong To NATO	Does Turkey Still Belong in NATO	Given President Erdogan record on human rights And how his focus on the Kurdish minority has interfered with his fight against ISIS is he A reliable ally
20644762_102_AE861G0AY5RGT	low costs don't mean better coverage	low costs mean better coverage	1	The costs <unk> it are relatively low	Medicare doesn't need To be reformed	Does Medicare Need To Be Reformed	Congressional Republicans are eager To move forward with their longtime goal <unk> privatizing the government health care program for the elderly
19136080_204_A1I4CYG5YDFTYM	they work for the taxpayers And are not payed To be completely impartial	they work for the taxpayers And are payed To be completely impartial	0	There is nothing To prohibit their speech	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18871115_85_A3TKD7EJ6BM0M5	gay people are human	gay people aren't human	0	When religious people say gay people don't deserve equality they aren't valuing gay people as humans or citizens	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
17295969_0_A1DJNUJZN8FE7N	I would not be happy To pay for some rich kids tuition at the same time	I would be happy To pay tuition for everyone even some rich kids	1	I would be happy To support free community college so those who can't afford it can get educated	College should be free	Should College Be Free	The cost <unk> higher education is very much on the minds <unk> many voters these days And it an issue among politicians from both sides <unk> the aisle
18872849_418_AB98SGS280TY5	Churches do not tell people To shun gay people.	Churches tell people To shun gay people.	1	Church are still the most segregated aspect <unk> our society	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
18177142_0_A1I4CYG5YDFTYM	the statistics does not prove neglecting	the statistics proves neglecting	1	The UC system admits far fewer CA high school students than it was designed To	Public universities are neglecting in state students	Are Public Universities Neglecting in state Students	State schools are accepting more And more nonresidents To bridge budget gaps
19123421_176_A34QZDSTKZ3JO9	people should know her personal opinion but not as justice	people should know her personal opinion as justice	1	Justice Ginsberg should make her opinion know To American people.	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
20653695_320_A34QZDSTKZ3JO9	the elderly are not the only people that are affected	the elderly are the only people that are affected	0	There needs To be some sort <unk> vetting process for advertisers some <unk> them attempt To scam the elderly	Medicare needs To be reformed	Does Medicare Need To Be Reformed	Congressional Republicans are eager To move forward with their longtime goal <unk> privatizing the government health care program for the elderly
19716828_271_A34QZDSTKZ3JO9	children safety reflects the overall situation	children safety doesn't reflect the overall situation	1	Despite small scale conflict children no longer have To hide under their desks or wonder whether A siren means bombers are on the way	The world is becoming safer	Is the World Becoming Safer	Does A peace process To end the civil war in Colombia signal A trend toward less violence within And among other countries
17288999_52_A1I4CYG5YDFTYM	their plans will not change in A decade or so	their plans will change in A decade or so	0	Iran is not in the game just for today but has long term goals And plans A major weakness <unk> the nuclear agreement signed with Iran which guarantees Iran A free nuclear hand in A decade or so	Iran remains A threat	Does Iran Remain A Threat	Despite the accord that reduced its ability To build nuclear weapons is it still A threat To safety And stability <unk> the region
19121658_189_A34QZDSTKZ3JO9	their public opinions cannot be restricted To only certain topics	their public opinions can be restricted To only certain topics	0	It is better that justices speak openly about their opinions rather than hiding them in their legal statements	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
19639960_0_A1Z6F664MYBMVI	he died after taking their advice	he lived after taking their advice	1	I turned To the internet when my husband was diagnosed with late stage aggressive prostate cancer <num> years ago	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
19137971_529_A34QZDSTKZ3JO9	they are still also citizens	they are still judges	0	Being A judge doesn't take away their right To vote And their freedom <unk> speech	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
19123333_470_A104V8NZIQFN2F	voicing her opinion should not cause her To be removed from office	voicing her opinion should remove Ginsberg from office	0	Justice Ginsberg should be allowed To voice her opinion on Trump ability To perform the duties <unk> the presidency	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
17284024_405_A1CF6U3GF7DZEJ	private colleges are not doing just fine	private colleges are doing just fine as they have more prestige	0	Free public education undermines private alternatives	College should not be free	Should College Be Free	The cost <unk> higher education is very much on the minds <unk> many voters these days And it an issue among politicians from both sides <unk> the aisle
18244616_333_AE861G0AY5RGT	we need people with experience or knowledge fact checking A researched article	we don't need random people with little experience or knowledge fact checking A researched article	0	Comments allow those with other knowledge To act as A balance And fact check the article	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18250327_695_A1HKYY6XI2OHO1	learning leads To questioning which leads To revolt	learning leads To questioning which leads To acceptance	1	People can learn A lot from reading the comments	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18248041_106_AA7ASGQEOMKEZ	others usually feel that the article is written by A Nazi or someone who is not enough <unk> A Nazi	others usually feel that the article is written by A Smurf or someone who is not enough <unk> A Smurf	1	The comment sections help me get an idea <unk> how others feel about the articles	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
17374751_276_A34QZDSTKZ3JO9	it is the students parents who pay both tuition And taxes	the students themselves pay tuition	1	The cost <unk> college is high And should be paid by the individual students And not passed on To the taxpayers	College should not be free	Should College Be Free	The cost <unk> higher education is very much on the minds <unk> many voters these days And it an issue among politicians from both sides <unk> the aisle
19123173_91_AE861G0AY5RGT	They need To uphold the rule <unk> law regardless <unk> any circumstances	They just could lose credibility And lose their ability To uphold the rule <unk> law	0	They have A duty To denounce it since the rule <unk> law is under attack	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18256373_488_A1LZPWVZRTUZD0	the connections from comment sections haven't caused hate And verbal abuse To proliferate	the connections from comment sections have caused hate And verbal abuse To proliferate	0	Comment sections create A connection To the world And others observations	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18242358_0_A1CF6U3GF7DZEJ	deranged people write thoughful comments	deranged people write rude comments	1	There are too many deranged people out there To use your real name especially if you are A woman	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18244954_0_A34QZDSTKZ3JO9	people do not like To read vulgar nasty things	people like To read vulgar nasty things	0	Comments sections when unfiltered will always be vulgar nasty And hate filled	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19125637_0_A1DJNUJZN8FE7N	bias is subjective	denouncing is bias	1	Although they are human justices must make every effort To remain unbiased	Supreme court justice cannot denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
17848547_16_AYFOAD75CRBKE	interaction in many activities is needed	interaction in many activities isn't needed	0	Artificial Intelligence can play A game And not otherwise interact	Machines are not gaining the upper hand on humans	Is Artificial Intelligence Now the Real Deal	When A computer beats the champion <unk> the world most complex game does it mean machines are gaining the upper hand on humans
19121658_189_A3TKD7EJ6BM0M5	justices opinions even when open will affect their rulings	justices opinions even when open will not affect their rulings	1	It is better that justices speak openly about their opinions rather than hiding them in their legal statements	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18250276_53_APW9F8OTJ4KXO	there is moderation And good discussion	moderation on many sites is substandard And much <unk> the good discussion gets buried	0	Comments with good moderation are A part <unk> democracy	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
17502873_285_A3GNQDFPZALU92	the public is not smart enough To discern this And weed out the guilty activists	the public is smart enough To discern this And weed out the guilty activists	0	When activists try To be politicians it is clear they are only pursuing their own narrow objectives And visions just To stroke their own ego	Activists cannot be politicians	Can Activists Be Politicians	In running for mayor <unk> Baltimore DeRay Mckesson is one <unk> A group <unk> activists nationwide hoping To turn their activism into political power
18633331_0_A1CF6U3GF7DZEJ	monopoly is good for the economy	monopoly is bad for the economy	1	Airlines have become A monopoly	Government should regulate airline industry again	Does the Airline Industry Need To Be Regulated Again	Competition has shrunk along with seating Fees have risen fares stay high And service is A problem Should the government take action
19122484_258_AE861G0AY5RGT	judge opinions are not able To sway voters	judge opinions are able To sway voters	1	Obviously they are human And have opinions but they should not allow those opinions To enter the public forum	Supreme court justice cannot denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18242693_133_AE861G0AY5RGT	people insulting each other is not as entertaining as the article	people insulting each other can be just as entertaining as the article	0	People cannot have educated debates rather they name call And insult in comment sections	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19585313_0_AYFOAD75CRBKE	the current format isn't the same	the current format is the same	1	Taking A cue from the success <unk> the Swiss And Dutch healthcare models proves Obamacare can work too	Obamacare is sustainable	Is Obamacare Sustainable	Some insurance companies are pulling out <unk> certain <abbv> state health care exchanges
19123595_374_A1CF6U3GF7DZEJ	America can withstand the remarks <unk> one person	America can't withstand the remarks <unk> one person	1	The use <unk> A neutral appointment To denounce A political candidate is the real threat To the system	Supreme court justice cannot denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
19140278_64_AE861G0AY5RGT	the people know it better To remain silent	the people know it better To be loudly opinionated	1	At some point in everyone lives they are faced with making the choice To speak up or live with what happens from their silence	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
19636303_0_APW9F8OTJ4KXO	patients may use this information To misdiagnose themselves And seek the wrong kind <unk> treatment	patients can't use this information To misdiagnose themselves And seek the wrong kind <unk> treatment	1	Doctors are arrogant if they think it wrong To look up information	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
18244013_0_AE861G0AY5RGT	people always disagree with each other in these comments	people always agree with each other in these comments	0	Comment sections are important To understand why people disagree	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18693756_341_A1HKYY6XI2OHO1	carrying weapons turns weak students into A public danger	carrying weapons turns nobody into A public danger	1	An imaginary line around A college campus will not suddenly change people who are not A public danger outside the line	Guns should be permitted on college campuses	Should Guns Be Permitted on College Campuses	Supporters say guns makes campuses safer Opponents question the effect guns have on public safety And academic freedom
17502873_285_A1CF6U3GF7DZEJ	stroking one own ego is the core <unk> politics	serving others is the core <unk> politics	1	When activists try To be politicians it is clear they are only pursuing their own narrow objectives And visions just To stroke their own ego	Activists cannot be politicians	Can Activists Be Politicians	In running for mayor <unk> Baltimore DeRay Mckesson is one <unk> A group <unk> activists nationwide hoping To turn their activism into political power
19640046_0_A1I4CYG5YDFTYM	people use them To make informed decisions To not freak out And call the ambulance	people use them then decide To not wait until the next day And call the ambulance	1	Medical sites are useful in the middle <unk> the night when offices are closed	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
19122808_507_A34QZDSTKZ3JO9	denouncing A candidate is politics	denouncing A <unk> is not politics	0	The Supreme Court justice position is set apart from politics And thus justices should not participate in politics	Supreme court justice cannot denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18361233_418_AE861G0AY5RGT	marijuana dealer often upgrade their customers To cocaine	marijuana dealers usually don't upgrade their customers To cocaine	1	The only gateway effect <unk> marijuana is dealers access To other criminal enterprises	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
18248249_0_A1CF6U3GF7DZEJ	these unlikely sources have proven To be fringe And add little To the discussion	these unlikely sources have proven add A lot To the discussion	1	Moderated comments are A great way for unlikely sources To have their opinions heard	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
20917193_835_A34QZDSTKZ3JO9	Palestine doesn't want To compromise	Palestine has always been willing To compromise	0	If the embassy is moved To Jerusalem the Palestinians will know they need To compromise	The U.S. Embassy should be moved from Tel Aviv To Jerusalem	Should the U.S. Embassy Be Moved From Tel Aviv To Jerusalem	The location has long been A diplomatic thorn in the american israeli relationship
17143651_0_A1CF6U3GF7DZEJ	it is cool To wear these as long as I can take them off when I want	it isn't cool To wear these	1	It fills me with regret that Muslim men are continuing To use hijabs To subjugate women as they have for hundreds <unk> years.	non muslims hurt women by wearing hijabs	Do non muslims Help or Hurt Women by Wearing Hijabs	Some will wear A headscarf in solidarity with Muslim women Others say that only perpetuates the sexist dogma <unk> conservative clerics
19121956_169_AYFOAD75CRBKE	sometimes freedom <unk> speech cannot be endless	sometimes freedom <unk> speech cannot be limited	1	Everyone can have A committed opinion yet have the ability To decide in the best interests <unk> others	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18369303_182_A34QZDSTKZ3JO9	rising the bar too high stimulates competition	rising the bar too high harms competition	1	The creators <unk> google apple And facebook deserve money for their creations but they are raising the bar too high for competition	Google is A harmful monopoly	Is Google A Harmful Monopoly	European regulators say the company Android phone blocks rival services
18179798_127_A2D7S8Y2FAUWMC	universities gain additional funds they can use To enrich the experience on in state students	universities gain additional funds To make more profit	1	They want To take advantage <unk> higher tuitions paid by foreign And out <unk> state students	Public universities are neglecting in state students	Are Public Universities Neglecting in state Students	State schools are accepting more And more nonresidents To bridge budget gaps
18039520_244_A1HKYY6XI2OHO1	ideological diversity makes alliances better like it has in Sweden And Germany	ideological diversity makes alliances less effective like in Sweden And Germany	1	Turkey practices A different leaning ideology than other nearby countries in <unk>	Turkey doesn't belong To NATO	Does Turkey Still Belong in NATO	Given President Erdogan record on human rights And how his focus on the Kurdish minority has interfered with his fight against ISIS is he A reliable ally
17848547_16_A1CF6U3GF7DZEJ	playing A game is similar To reign over humankind	playing A game is different from reign over humankind	1	Artificial Intelligence can play A game And not otherwise interact	Machines are not gaining the upper hand on humans	Is Artificial Intelligence Now the Real Deal	When A computer beats the champion <unk> the world most complex game does it mean machines are gaining the upper hand on humans
18654175_71_AA7ASGQEOMKEZ	having too many visitors at once ruins the experience for everybody	having too many visitors at once does not ruin the experience for anybody	1	Everybody should be able To go	Overcrowded national parks should not have restricted access	Should Overcrowded National Parks Have Restricted Access	Tourism is degrading popular natural sites with increased crowds pollution And conflicts between humans And wildlife
19140254_259_A3NSJ6GJC7TZSG	judges should appear fair And unbiased	judges should appear fair And honest	1	A Justice can voice an opinion on politics without breaching legal ethics	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18633331_198_A1DJNUJZN8FE7N	the worst way To assure that is raw capitalism	the best way To assure that is raw capitalism	0	Air travel is A service that should be available And accountable To all citizens	Government should regulate airline industry again	Does the Airline Industry Need To Be Regulated Again	Competition has shrunk along with seating Fees have risen fares stay high And service is A problem Should the government take action
18251910_0_AE861G0AY5RGT	most <unk> the other sites do not have horrible comments sections either	all the other sites have horrible comments sections	0	The NYT seems To have good And clean comments unlike some other sites	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
17295969_165_A1HKYY6XI2OHO1	that not easily affordable	that easily affordable if students drink And smoke less	0	Every qualified student should be able To complete 2 years <unk> community college	College should be free	Should College Be Free	The cost <unk> higher education is very much on the minds <unk> many voters these days And it an issue among politicians from both sides <unk> the aisle
19639960_121_A1DJNUJZN8FE7N	doctors need To be honest at all times	doctors need To be dishonest on occasion	0	Medical websites help To keep doctors honest	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
18244216_401_A1I4CYG5YDFTYM	rarely does that opposing side come across in A heated And ugly way with name calling And false information	often times that opposing side comes across in A heated And ugly way with name calling And sometimes even false information	0	Comment sections permit opposing sides To see And understand the other side <unk> A debate	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18248069_290_AE861G0AY5RGT	the gems are farther And fewer between	there are many gems	1	Finding one gem in the comments section is worth all <unk> the other problems	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18039520_244_A1I4CYG5YDFTYM	that should have no effect on weather or not they can contribute financially or with armies	that should affect on weather or not they can contribute financially or with armies	1	Turkey practices A different leaning ideology than other nearby countries in <unk>	Turkey doesn't belong To NATO	Does Turkey Still Belong in NATO	Given President Erdogan record on human rights And how his focus on the Kurdish minority has interfered with his fight against ISIS is he A reliable ally
18249368_33_A104V8NZIQFN2F	very few comment sections are moderated because they're so high quality	very few comment sections are moderated	0	Comments when moderated provide value To readers	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18865357_593_A1CF6U3GF7DZEJ	many Christians take the Bible literally	many Christians do not take the Bible literally	0	The Bible is not consistent in it treatment <unk> sex And marriage	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
18653311_387_A1CF6U3GF7DZEJ	restrictions might ultimately cut down on wait times	restrictions might ultimately cut down on visits And income	0	People who care about spending time in these places should be willing To make early reservations for the crowded ones	Overcrowded national parks should have restricted access	Should Overcrowded National Parks Have Restricted Access	Tourism is degrading popular natural sites with increased crowds pollution And conflicts between humans And wildlife
18862765_62_A1LZPWVZRTUZD0	Christians won't apologize for their anti gay behavior And have become more intolerant	Christians have recently apologized for their anti gay behavior And become more accepting	0	Christians along with Muslims are by far the most outspoken against gays	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
19642659_215_A1CF6U3GF7DZEJ	abundance <unk> information helps self diagnosis	abundance <unk> information makes self diagnosis harder	0	It is very nice To have the information easily available	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
20922649_228_A34QZDSTKZ3JO9	students can be exposed To other cultures in different venues	students cannot properly be exposed To other cultures in other venues	1	American students would benefit from learning foreign languages by being exposed To other cultures	Foreign language classes should be mandatory in college	Should Foreign Language Classes Be Mandatory in College	A Princeton University proposal would require students To study A language other than English even if they are already proficient in A foreign language
18246826_102_A1CF6U3GF7DZEJ	these opinions aren't often marginal And extreme	these opinions are often marginal And extreme	0	Comment sections provide A place for people To have their opinion heard	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18554051_312_AE861G0AY5RGT	political issues are no threat To Olympic games	political issues are A threat To Olympic games	0	Political issues have been going on throughout time And are not And do not only happen in <unk>	Brazil should not postpone Olympics	Should Brazil Postpone the Olympics	The country is in the midst <unk> A political And economic crisis not To mention A Zika outbreak And the Summer Games are three months away
18432065_304_A1I4CYG5YDFTYM	most doctors prescribe badly	most doctors prescribe just fine it is people who seek more meds illegally	0	Opioid training will help stop lazy doctors from over prescribing for pain	Opioid training should be mandatory	Should Opioid Training for Doctors Be Mandatory	The American Medical Association says no but could it help stem the rise <unk> overdose deaths involving prescription drugs
18247221_82_A34QZDSTKZ3JO9	well written comments are pain To read	well written comments are joy To read	1	Comments are plentiful And generally well written	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18862765_62_A2QVMCGDLTWV9	criticism attracts even more hate for gays	criticism attracts even more support for gays	0	Christians along with Muslims are by far the most outspoken against gays	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
18005097_141_A34QZDSTKZ3JO9	many people make differences in the city And aren't canonized	many people make differences in the city And are canonized	1	Mother Theresa was active And made A difference in the city	Mother Teresa should be canonized	Should Mother Teresa Be canonized	Given questions about the type <unk> care the Catholic nun provided To the poor is Pope Francis right To make her A saint
17282934_110_A34QZDSTKZ3JO9	covering needs <unk> students that are not tution based is A minor issue	covering needs <unk> students that are not tution based is A major issue	1	Free college will result in reduced funding for students that have needs that are not tuition based	College should not be free	Should College Be Free	The cost <unk> higher education is very much on the minds <unk> many voters these days And it an issue among politicians from both sides <unk> the aisle
18247022_229_A1CF6U3GF7DZEJ	these attacks don't make for great reading	these attacks make for great reading	0	Commenters on the Washington post are often degraded And receive personal attacks	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18633331_87_APW9F8OTJ4KXO	only the free market has the power To regulate effectively	only the government has the power To regulate effectively	1	Air travel like other travel should be copiously regulated	Government should regulate airline industry again	Does the Airline Industry Need To Be Regulated Again	Competition has shrunk along with seating Fees have risen fares stay high And service is A problem Should the government take action
18247268_242_A3CPPBPJ602FG1	Negative comments stand out	Negative comments do not stand out	1	Comment sections are an important place for discussion even if some posters abuse them	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18250168_445_A1CF6U3GF7DZEJ	compromises in the comments sections happen	nobody compromises in the comments sections	0	We are able To take into consideration all views And come To A compromise	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19587204_0_APW9F8OTJ4KXO	the true failures with Obamacare lie in noncompliance by insurance companies And the program won't do better even with proper enforcement	the true failures with Obamacare lie in noncompliance by insurance companies the program itself would do well with proper enforcement	0	Health care is A market failure even if Health Insurance is still barely functioning	Obamacare is not sustainable	Is Obamacare Sustainable	Some insurance companies are pulling out <unk> certain <abbv> state health care exchanges
19137971_529_A1I4CYG5YDFTYM	they cannot be trusted To make fair judgments if they are openly opposing A candidate	they can still be trusted To make fair judgments if they are openly opposing A candidate	0	Being A judge doesn't take away their right To vote And their freedom <unk> speech	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18247221_82_APW9F8OTJ4KXO	moderation is plentiful And good discussion are easily found	moderation is poor And the plentiful good discussion is easily buried by garbage	0	Comments are plentiful And generally well written	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19639960_755_A34QZDSTKZ3JO9	being informed doesn't mean To understand	being informed means To understand	1	It is good To be informed about your health	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
18365640_74_A34QZDSTKZ3JO9	addicts are addicted mentally To all drugs	addicts are not addicted mentally To all drugs	1	Addiction is A mental disorder it is not dependent on the substance	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
19630583_418_A34QZDSTKZ3JO9	better questions undermine the doctor patient relationship	better questions improve the doctor patient relationship	1	Onsite medical articles are helpful And can allow patients To ask their doctors better questions	Medical websites are healthful	Are Medical Websites Healthful	Does the internet add To patients knowledge or dangerously misinform them
18540371_83_A2JKETV64OU7DY	life always has some risk <unk> danger but these athletes shouldn't have To deal with them every day	life always has some risk <unk> danger And these athletes deal with them every day	0	The safety And health <unk> the participants are at risk	Brazil should postpone Olympics	Should Brazil Postpone the Olympics	The country is in the midst <unk> A political And economic crisis not To mention A Zika outbreak And the Summer Games are three months away
18244743_0_A3TKD7EJ6BM0M5	other commenters were so good so they don't need me anymore	I was just bored <unk> commenting	1	I recently stopped contributing To the comment section <unk> my local newspaper	Comment sections have failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
18336742_0_AE861G0AY5RGT	Opioids And their over prescription are hardcore drugs people turn To when marijuana no longer gets an addict high	Opioids And their over prescription are hardcore drugs people do instead <unk> marijuana	1	Opioids And their over prescription And under monitoring not marijuana are gateway drugs	Marijuana is not A gateway drug	Is Marijuana A Gateway Drug	Does using marijuana lead To the use <unk> more dangerous drugs making it too dangerous To legalize
19122282_0_A1HKYY6XI2OHO1	her opinion is important when it is being expressed	her opinion doesn't actually become law simply by being expressed	1	Justice Ginsberg can say what she likes	Supreme court justice can denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
18864173_652_AD8UJKT5HYGNJ	teaching intolerance is harmless	teaching intolerance is harmful	1	Christianity teaches intolerance <unk> those different	Christians have created A harmful atmosphere for gays	Have Christians Created A Harmful Atmosphere for Gays	church backed efforts To fight <abbv> rights have been blamed for feeding A hateful atmosphere that accommodates attacks on gays
18246826_102_A104V8NZIQFN2F	most opinions are not worth hearing	most opinions are worth hearing	1	Comment sections provide A place for people To have their opinion heard	Comment sections have not failed	Have Comment Sections Failed	In recent years many media companies have disabled them because <unk> widespread abuse And obscenity
19120405_324_A34QZDSTKZ3JO9	Nazi Germany had A very powerful justice system	Nazi Germany did not have A very powerful justice system	0	Nazi Germany is an example <unk> political ideology infecting the judicial system	Supreme court justice cannot denounce A candidate	Can A Supreme Court Justice Denounce A Candidate	Is it ever appropriate or ethical for A justice To announce his or her preference in A presidential election
